frame_id,person_id,landmark_id,raw_x,raw_y,filtered_x,filtered_y,visibility
60,1,0,0.6734822988510132,0.28580737113952637,0.6734822988510132,0.28580737113952637,0.9931268692016602
60,1,1,0.7011804580688477,0.2340855598449707,0.7011804580688477,0.2340855598449707,0.9945279955863953
60,1,2,0.719886839389801,0.23191618919372559,0.719886839389801,0.23191618919372559,0.9944544434547424
60,1,3,0.7395017147064209,0.22925961017608643,0.7395017147064209,0.22925961017608643,0.9956018924713135
60,1,4,0.6634984016418457,0.23168879747390747,0.6634984016418457,0.23168879747390747,0.9894124865531921
60,1,5,0.6560360193252563,0.22818630933761597,0.6560360193252563,0.22818630933761597,0.9867725968360901
60,1,6,0.6489726305007935,0.22425121068954468,0.6489726305007935,0.22425121068954468,0.9900481700897217
60,1,7,0.8140333890914917,0.22510260343551636,0.8140333890914917,0.22510260343551636,0.9898008704185486
60,1,8,0.7168142795562744,0.21669292449951172,0.7168142795562744,0.21669292449951172,0.9922096729278564
60,1,9,0.7416079640388489,0.3225969076156616,0.7416079640388489,0.3225969076156616,0.9933892488479614
60,1,10,0.6944411993026733,0.3182072043418884,0.6944411993026733,0.3182072043418884,0.9896064400672913
60,1,11,0.9247439503669739,0.5026102066040039,0.9247439503669739,0.5026102066040039,0.9927247762680054
60,1,12,1.0569179058074951,0.2835208773612976,1.0569179058074951,0.2835208773612976,0.9752376675605774
60,1,13,0.8172423839569092,0.8226776123046875,0.8172423839569092,0.8226776123046875,0.9296395182609558
60,1,14,0.8525446057319641,0.27075111865997314,0.8525446057319641,0.27075111865997314,0.17286770045757294
60,1,15,0.35131144523620605,0.7338671088218689,0.35131144523620605,0.7338671088218689,0.931606113910675
60,1,16,0.47476887702941895,0.11941397190093994,0.47476887702941895,0.11941397190093994,0.4133729040622711
60,1,17,0.20104575157165527,0.7378513813018799,0.20104575157165527,0.7378513813018799,0.8995434641838074
60,1,18,0.3854175806045532,0.046991825103759766,0.3854175806045532,0.046991825103759766,0.424703985452652
60,1,19,0.19150829315185547,0.6824718713760376,0.19150829315185547,0.6824718713760376,0.905121386051178
60,1,20,0.3391072750091553,0.05395394563674927,0.3391072750091553,0.05395394563674927,0.4333133399486542
60,1,21,0.22790290415287018,0.6767463684082031,0.22790290415287018,0.6767463684082031,0.8729692697525024
60,1,22,0.37712395191192627,0.09242349863052368,0.37712395191192627,0.09242349863052368,0.42150208353996277
60,1,23,1.6291266679763794,0.8936732411384583,1.6291266679763794,0.8936732411384583,0.8004176020622253
60,1,24,1.6730842590332031,0.7845720052719116,1.6730842590332031,0.7845720052719116,0.6714850664138794
60,1,25,1.2425715923309326,1.0257266759872437,1.2425715923309326,1.0257266759872437,0.2887240946292877
60,1,26,1.3087472915649414,0.8476868271827698,1.3087472915649414,0.8476868271827698,0.02506403625011444
60,1,27,1.3702833652496338,1.1522037982940674,1.3702833652496338,1.1522037982940674,0.0784965306520462
60,1,28,1.4231375455856323,1.0252879858016968,1.4231375455856323,1.0252879858016968,0.0159242395311594
60,1,29,1.4726669788360596,1.1772927045822144,1.4726669788360596,1.1772927045822144,0.08864029496908188
60,1,30,1.4972991943359375,1.0560551881790161,1.4972991943359375,1.0560551881790161,0.04170064628124237
60,1,31,1.118210792541504,1.1439481973648071,1.118210792541504,1.1439481973648071,0.0699513629078865
60,1,32,1.2132290601730347,1.0747262239456177,1.2132290601730347,1.0747262239456177,0.037387557327747345
62,1,0,0.540056586265564,0.13775771856307983,0.6287340612322183,0.23614049662583084,0.9938068389892578
62,1,1,0.5443087220191956,0.1168178915977478,0.6485450093949976,0.19476871376698016,0.9950670599937439
62,1,2,0.5499393939971924,0.11529350280761719,0.6628496418730263,0.19281607801404663,0.9949994683265686
62,1,3,0.5559171438217163,0.11343362927436829,0.6778714138956434,0.1904272105119439,0.9960335493087769
62,1,4,0.5364271402359009,0.1172780990600586,0.6208865640865655,0.19333194521180755,0.9904622435569763
62,1,5,0.5363930463790894,0.11628842353820801,0.6159209469727848,0.1906737201828635,0.9880848526954651
62,1,6,0.5365682244300842,0.11505943536758423,0.6112898655868085,0.18764773777716703,0.9910351037979126
62,1,7,0.6009815335273743,0.10691714286804199,0.7424700182631756,0.1854773399519304,0.9908145070075989
62,1,8,0.5829877853393555,0.1087503433227539,0.6719312794623828,0.1805090855434295,0.9929796457290649
62,1,9,0.5666603446006775,0.1529962122440338,0.6828869440576013,0.2656764671092315,0.994044840335846
62,1,10,0.5550823211669922,0.15359088778495789,0.6476977268964618,0.2629649221406039,0.9906356930732727
62,1,11,0.6772701740264893,0.22006599605083466,0.84156312125494,0.4075772798484013,0.9934410452842712
62,1,12,0.6161264181137085,0.1981842815876007,0.9082076615203847,0.2549274219261924,0.9776881337165833
62,1,13,0.6119574308395386,0.39487066864967346,0.7482982350199632,0.6783838648184373,0.9340931177139282
62,1,14,0.5471130609512329,0.3319922685623169,0.7497683024666562,0.29126139026489134,0.17636829614639282
62,1,15,0.3692477345466614,0.3531414866447449,0.3573134302163164,0.6055691595976086,0.9283432364463806
62,1,16,0.3778940737247467,0.31934064626693726,0.44230208177175756,0.18655161130695574,0.3980962336063385
62,1,17,0.30458328127861023,0.35976073145866394,0.23574999099176397,0.6104478156705049,0.8936516642570496
62,1,18,0.32699087262153625,0.33242642879486084,0.3658509638554363,0.14300227313052014,0.40920695662498474
62,1,19,0.30351725220680237,0.33226191997528076,0.22905819933452073,0.5645263137111589,0.8982038497924805
62,1,20,0.3260011076927185,0.3063666820526123,0.33472199654439805,0.13880294027549778,0.4161306917667389
62,1,21,0.3206700086593628,0.3261829912662506,0.25899055955518985,0.5586809803660325,0.8664376735687256
62,1,22,0.34183555841445923,0.30922478437423706,0.36531147891390997,0.16525156428049387,0.40425002574920654
62,1,23,0.6525011658668518,0.48454466462135315,1.2962786057676137,0.7557288527667104,0.8202815651893616
62,1,24,0.5975235104560852,0.4623047411441803,1.3058380060182153,0.6760954242025669,0.7042192220687866
62,1,25,0.43749648332595825,0.5513008832931519,0.9690747924389727,0.8655661465775095,0.35314714908599854
62,1,26,0.4287678003311157,0.5960173010826111,1.009381795735356,0.76308887677726,0.10208500176668167
62,1,27,0.3396857976913452,0.7089787125587463,1.0186854301848276,1.002665560969792,0.16043440997600555
62,1,28,0.34667208790779114,0.7976734638214111,1.055576168912834,0.9488115614289528,0.09572730213403702
62,1,29,0.36607468128204346,0.735580563545227,1.094606073765989,1.0282692315934179,0.16765516996383667
62,1,30,0.37254253029823303,0.8332463502883911,1.112902277403342,0.9812003764282495,0.11686024069786072
62,1,31,0.15915480256080627,0.7445735931396484,0.7914584147114354,1.0093177028375906,0.1517631709575653
62,1,32,0.19204702973365784,0.8480061292648315,0.8649047328167337,0.9985516345232558,0.11270619183778763
63,1,0,0.5247401595115662,0.13761991262435913,0.6077859913637117,0.21629797053689404,0.9943285584449768
63,1,1,0.5299463868141174,0.11675279587507248,0.6246452433160927,0.17906496439333613,0.9954678416252136
63,1,2,0.5356552004814148,0.11509929597377777,0.6372114855170583,0.17717267285093188,0.99539715051651
63,1,3,0.5416985750198364,0.11303195357322693,0.6504166033740134,0.17484866504567853,0.9963559508323669
63,1,4,0.521222710609436,0.11728218197822571,0.6008131570993356,0.1780248057218872,0.9913321733474731
63,1,5,0.521045982837677,0.11630873382091522,0.5968146415890427,0.17570639673764613,0.98916095495224
63,1,6,0.5212510228157043,0.11511582881212234,0.5931599368757344,0.1730501058320717,0.9918249249458313
63,1,7,0.5869896411895752,0.10654140263795853,0.7111055050868189,0.1695879908689406,0.9916660785675049
63,1,8,0.5657429099082947,0.10879025608301163,0.6505398526173335,0.1660754217687773,0.9935525059700012
63,1,9,0.551964521408081,0.1530194729566574,0.6564945942468237,0.24297779956215576,0.9945865869522095
63,1,10,0.5406607389450073,0.1536450982093811,0.6261348300308582,0.24094070515338137,0.9914572834968567
63,1,11,0.6656671762466431,0.21825052797794342,0.8060599331971142,0.36934875383824345,0.9939590096473694
63,1,12,0.6047003269195557,0.1997365802526474,0.8467278985387475,0.24382522365056658,0.9796600341796875
63,1,13,0.5938857197761536,0.39414477348327637,0.7171500844458142,0.620838047127056,0.9343119263648987
